-1.232267761230468750e+01 3.743946456909179688e+01
-8.929947662353515625e+01 6.793798923492431641e+00
-2.523019027709960938e+01 6.852111053466796875e+01
-8.131504654884338379e-01 -1.021109542846679688e+02
2.116053581237792969e+01 5.700800704956054688e+01
-1.720796966552734375e+01 8.873071289062500000e+01
-4.186923599243164062e+01 6.271295547485351562e+01
-4.191158676147460938e+01 6.268232727050781250e+01
-4.191455841064453125e+01 6.266170120239257812e+01
-4.187075424194335938e+01 6.274624252319335938e+01
-1.728586959838867188e+01 8.878742980957031250e+01
-1.725474739074707031e+01 8.886450958251953125e+01
2.862976837158203125e+01 6.522490692138671875e+01
-4.182884979248046875e+01 6.282709503173828125e+01
2.891781425476074219e+01 6.235513687133789062e+01
2.868684196472167969e+01 6.516815948486328125e+01
2.863579368591308594e+01 6.518112182617187500e+01
2.870248794555664062e+01 6.514734649658203125e+01
2.904079818725585938e+01 6.232701492309570312e+01
2.907898902893066406e+01 6.227546310424804688e+01
2.866664314270019531e+01 6.491273498535156250e+01
-4.219036483764648438e+01 6.247296524047851562e+01
-4.186970520019531250e+01 6.279454421997070312e+01
-1.927500724792480469e+01 4.110761642456054688e+01
-4.113021087646484375e+01 6.255355072021484375e+01
-4.106600952148437500e+01 6.247828292846679688e+01
2.859474945068359375e+01 6.520755004882812500e+01
-4.990756225585937500e+01 1.019617843627929688e+02
-5.674011993408203125e+01 -3.057902526855468750e+01
-1.620123863220214844e+01 8.951008605957031250e+01
-1.954133987426757812e+01 -8.448920440673828125e+01
-1.606308746337890625e+01 8.963745880126953125e+01
-1.954343032836914062e+01 -8.445827484130859375e+01
-1.630436134338378906e+01 8.945545196533203125e+01
5.409878540039062500e+01 -5.878314590454101562e+01
5.112094116210937500e+01 -6.126371765136718750e+01
-8.956897854804992676e-01 4.259579849243164062e+01
4.305095291137695312e+01 -4.564379882812500000e+01
-4.277256011962890625e+01 -5.047216415405273438e+01
1.039895629882812500e+01 -3.263524627685546875e+01
4.168643569946289062e+01 -7.019011497497558594e+00
8.065155029296875000e+00 -4.966531753540039062e+01
-8.746782302856445312e+00 -8.406607627868652344e+00
-2.592146396636962891e+00 5.098396301269531250e+01
1.037176895141601562e+01 -5.178850173950195312e+01
-8.260549545288085938e+00 -8.652418136596679688e+00
3.917031097412109375e+01 -5.036656856536865234e+00
9.429489076137542725e-02 -5.269393157958984375e+01
-8.893225669860839844e+00 7.768765258789062500e+01
1.219121646881103516e+01 -2.584898567199707031e+01
-3.716692209243774414e+00 8.283447265625000000e+01
4.277196884155273438e+01 1.820159196853637695e+00
7.214859962463378906e+00 -5.298239135742187500e+01
-2.242236709594726562e+01 -9.111007690429687500e+00
3.006664276123046875e+01 -8.646001434326171875e+01
4.214337921142578125e+01 -1.602774858474731445e+00
-3.094393348693847656e+01 -3.350994110107421875e+01
2.511032485961914062e+01 -1.973686981201171875e+01
-5.591327190399169922e+00 -6.972196197509765625e+01
-7.572896575927734375e+01 2.493915081024169922e+00
-3.425962829589843750e+01 -4.619417953491210938e+01
1.723069190979003906e+01 -8.147033691406250000e+01
8.151023864746093750e+00 -4.976655578613281250e+01
-5.059178924560546875e+01 -2.297643280029296875e+01
-4.275157928466796875e+01 -2.839550590515136719e+01
-1.621093750000000000e+01 -1.742256641387939453e+00
3.315919494628906250e+01 -1.877446365356445312e+01
-2.279357528686523438e+01 -2.067142486572265625e+01
-4.999241256713867188e+01 1.089642028808593750e+02
-5.232055664062500000e+01 8.085867309570312500e+01
-2.533590888977050781e+01 6.863179016113281250e+01
-3.793687057495117188e+01 -3.501738357543945312e+01
-4.012344360351562500e+01 5.544538497924804688e+01
1.468224906921386719e+01 4.608270263671875000e+01
-5.059085083007812500e+01 -2.299587821960449219e+01
3.329448318481445312e+01 7.217394256591796875e+01
-3.811937713623046875e+01 -3.494825363159179688e+01
-4.472735977172851562e+01 -2.530588340759277344e+01
-1.995292282104492188e+01 -7.678452301025390625e+01
-5.781161117553710938e+01 -2.951926803588867188e+01
4.613769912719726562e+01 -6.655818223953247070e-01
-3.447193908691406250e+01 -5.838038635253906250e+01
-3.443505096435546875e+01 -5.834405517578125000e+01
4.021077346801757812e+01 -8.331070899963378906e+00
1.827504158020019531e+01 -8.936033630371093750e+01
1.069710350036621094e+01 -5.173495483398437500e+01
-6.438627624511718750e+01 -2.621112251281738281e+01
4.700732421875000000e+01 -6.652245998382568359e+00
-5.776165771484375000e+01 -2.962484931945800781e+01
3.592124176025390625e+01 -1.232689189910888672e+01
4.027075576782226562e+01 -1.605940055847167969e+01
-3.448879623413085938e+01 -5.840800857543945312e+01
9.221967697143554688e+00 -5.317987442016601562e+01
4.868998718261718750e+01 6.799348831176757812e+00
1.478700351715087891e+01 -5.005386734008789062e+01
4.969371032714843750e+01 6.807771205902099609e+00
-5.780077362060546875e+01 -2.950461196899414062e+01
1.162896347045898438e+01 -8.967459106445312500e+01
4.479386138916015625e+01 5.609337806701660156e+00
-4.889102935791015625e+00 -1.332381248474121094e+01
-6.539081573486328125e+01 -2.149241447448730469e+01
7.947117805480957031e+00 -2.830416107177734375e+01
-6.843296051025390625e+01 -4.092401504516601562e+01
2.149685144424438477e+00 -5.077761459350585938e+01
1.829996109008789062e+00 -4.349425792694091797e+00
-8.566024780273437500e+01 -3.813441038131713867e+00
-3.743447875976562500e+01 -3.490425109863281250e+01
1.211065673828125000e+01 -8.307119369506835938e+00
-5.405784225463867188e+01 -1.549936580657958984e+01
3.451403045654296875e+01 -8.398669242858886719e+00
3.444132995605468750e+01 -8.349044799804687500e+00
2.407286071777343750e+01 -1.414070892333984375e+01
