2.941728317500000703e+05 5.035540313041666523e+06
2.945051168099772767e+05 5.035533740751565434e+06
2.942798149814814678e+05 5.035633532537036575e+06
2.945140840627855505e+05 5.035529210647664033e+06
2.937179438749999390e+05 5.034803797541666776e+06
2.942230799375000061e+05 5.034931540812499821e+06
2.941974598333333852e+05 5.034937425277777947e+06
2.941734187500000116e+05 5.034954492562499829e+06
2.941464966250000289e+05 5.034966477937499061e+06
2.941140239374975208e+05 5.034982907312502153e+06
2.940985180624987115e+05 5.034995851437497884e+06
2.940789652500037337e+05 5.035006138625001535e+06
2.941087160625000251e+05 5.035024123249999247e+06
2.940577086666649557e+05 5.035015037166666240e+06
2.941348644500045339e+05 5.035009284450008534e+06
2.941216218571428326e+05 5.035016872964286245e+06
2.941491195000000298e+05 5.035001661593751051e+06
2.941809538124987739e+05 5.034983197375002317e+06
2.941935708571475698e+05 5.034976093761911616e+06
2.942084181666678051e+05 5.034969868555555120e+06
2.942200492750014528e+05 5.034961920200001448e+06
2.940509864090891206e+05 5.034977439272725955e+06
2.940743790000028675e+05 5.034968605714282952e+06
2.940234451666667010e+05 5.034993522388883866e+06
2.941081794333339785e+05 5.034944884033335373e+06
2.941343623125000158e+05 5.034928245500000194e+06
2.941620116842105053e+05 5.034995197657891549e+06
2.941642409374999697e+05 5.034913457906247117e+06
2.940861803478261572e+05 5.034927573739130981e+06
2.940716937000093749e+05 5.034889029133314267e+06
2.940816140322704450e+05 5.034930977090775035e+06
2.940419372115465230e+05 5.034908825826936401e+06
2.940621018985804403e+05 5.034940600278137252e+06
2.940883755833294708e+05 5.034879903694447130e+06
2.940315734791666036e+05 5.035056101541666314e+06
2.946774922428571153e+05 5.035156663971428759e+06
2.940425033055538661e+05 5.034875196388896555e+06
2.943817669642831315e+05 5.034957813803568482e+06
2.942495046136363526e+05 5.035498786749999970e+06
2.943250273157894262e+05 5.035459980500000529e+06
2.943450013076923206e+05 5.035448002269230783e+06
2.943368514600347262e+05 5.035457705955960788e+06
2.943545164889170555e+05 5.035441250086613931e+06
2.944495600526315975e+05 5.035472276842105202e+06
2.944273453333333600e+05 5.035486837333332747e+06
2.944179208630169160e+05 5.035488472207851708e+06
2.944030452699166490e+05 5.035500336983773857e+06
2.944112703708461486e+05 5.035493385046794079e+06
2.942044037105262978e+05 5.035573814078946598e+06
2.944007736499870080e+05 5.035417835199999623e+06
2.941998511249974836e+05 5.035565782299973071e+06
2.943732941333333147e+05 5.035521768533333205e+06
2.943550265588164912e+05 5.035487092676470056e+06
2.942154662856139475e+05 5.035519424785532989e+06
2.943647752443442005e+05 5.035484483660614118e+06
2.942716406647129916e+05 5.035573487082287669e+06
2.943144499597863760e+05 5.035596515450473875e+06
2.943250615923539735e+05 5.035586986372967251e+06
2.942793201842104900e+05 5.035532002552631311e+06
2.942954618102661916e+05 5.035561109424621798e+06
2.942829790833333391e+05 5.035564667187500745e+06
